market_scenario,Sim1_final_price,Sim1_final_node_count,INITIAL_NODE_COUNT,BASE_USD_DEMAND_GROWTH_RATE_MONTHLY,INITIAL_DRIA_PRICE_USD,MARKET_TREND_IMPACT_FACTOR,INITIAL_USD_CREDIT_PURCHASE_PER_MONTH,INITIAL_DRIA_PAYMENTS_FOR_SERVICES_PER_MONTH,SIMULATION_YEARS
Bull,0.11485923837033737,17,1000,0.01,1.0,0.75,50000,200000,5
Bull,2.1876057423762254,7,1000,0.01,1.0,0.5,200000,200000,10
Bull,0.11485923837033737,17,1000,0.01,1.0,0.75,50000,400000,5
Bull,2.1876057423762254,7,1000,0.01,1.0,0.5,200000,400000,10
Bull,0.55745380325153,7,1000,0.01,1.0,0.75,50000,100000,10
Bull,0.18308310036344477,17,1000,0.01,1.0,0.75,100000,100000,5
Bull,0.55745380325153,7,1000,0.01,1.0,0.75,50000,200000,10
Bull,0.18308310036344477,17,1000,0.01,1.0,0.75,100000,200000,5
Bull,0.55745380325153,7,1000,0.01,1.0,0.75,50000,400000,10
Bull,0.18308310036344477,17,1000,0.01,1.0,0.75,100000,400000,5
Bull,1.112547097606782,7,1000,0.01,1.0,0.75,100000,100000,10
Bull,0.3195308243496598,17,1000,0.01,1.0,0.75,200000,100000,5
Bull,0.12727388512905288,17,1000,0.02,0.25,0.25,50000,100000,5
Bull,0.3195308243496598,17,1000,0.01,1.0,0.75,200000,200000,5
Bull,1.112547097606782,7,1000,0.01,1.0,0.75,100000,200000,10
Bull,1.112547097606782,7,1000,0.01,1.0,0.75,100000,400000,10
Bull,0.3195308243496598,17,1000,0.01,1.0,0.75,200000,400000,5
Bull,0.12727388512905288,17,1000,0.02,0.25,0.25,50000,200000,5
Bull,1.5896924852454308,7,1000,0.02,0.25,0.25,50000,100000,10
Bull,0.12727388512905288,17,1000,0.02,0.25,0.25,50000,400000,5
Bull,0.24288892616379823,17,1000,0.02,0.25,0.25,100000,100000,5
Bull,1.5896924852454308,7,1000,0.02,0.25,0.25,50000,200000,10
Bull,2.222733686317287,7,1000,0.01,1.0,0.75,200000,100000,10
Bull,0.24288892616379823,17,1000,0.02,0.25,0.25,100000,200000,5
Bull,1.5896924852454308,7,1000,0.02,0.25,0.25,50000,400000,10
Bull,0.24288892616379823,17,1000,0.02,0.25,0.25,100000,400000,5
Bull,2.222733686317287,7,1000,0.01,1.0,0.75,200000,200000,10
Bull,3.1787948432667923,7,1000,0.02,0.25,0.25,100000,100000,10
Bull,0.4741190082332889,17,1000,0.02,0.25,0.25,200000,100000,5
Bull,3.1787948432667923,7,1000,0.02,0.25,0.25,100000,200000,10
Bull,2.222733686317287,7,1000,0.01,1.0,0.75,200000,400000,10
Bull,0.4741190082332889,17,1000,0.02,0.25,0.25,200000,200000,5
Bull,3.1787948432667923,7,1000,0.02,0.25,0.25,100000,400000,10
Bull,0.4741190082332889,17,1000,0.02,0.25,0.25,200000,400000,5
Bull,0.1294557215200267,17,1000,0.02,0.25,0.5,50000,100000,5
Bull,6.356999559309516,7,1000,0.02,0.25,0.25,200000,100000,10
Bull,0.1294557215200267,17,1000,0.02,0.25,0.5,50000,200000,5
Bull,6.356999559309516,7,1000,0.02,0.25,0.25,200000,200000,10
Bull,0.1294557215200267,17,1000,0.02,0.25,0.5,50000,400000,5
Bull,1.640980561058324,7,1000,0.02,0.25,0.5,50000,100000,10
Bull,6.356999559309516,7,1000,0.02,0.25,0.25,200000,400000,10
Bull,0.2472525989457459,17,1000,0.02,0.25,0.5,100000,100000,5
Bull,1.640980561058324,7,1000,0.02,0.25,0.5,50000,200000,10
Bull,0.2472525989457459,17,1000,0.02,0.25,0.5,100000,200000,5
Bull,0.2472525989457459,17,1000,0.02,0.25,0.5,100000,400000,5
Bull,1.640980561058324,7,1000,0.02,0.25,0.5,50000,400000,10
Bull,3.2813709948925784,7,1000,0.02,0.25,0.5,100000,100000,10
Bull,0.4828463537971842,17,1000,0.02,0.25,0.5,200000,100000,5
Bull,0.4828463537971842,17,1000,0.02,0.25,0.5,200000,200000,5
Bull,3.2813709948925784,7,1000,0.02,0.25,0.5,100000,200000,10
Bull,0.4828463537971842,17,1000,0.02,0.25,0.5,200000,400000,5
Bull,3.2813709948925784,7,1000,0.02,0.25,0.5,100000,400000,10
Bull,0.13167120080250794,17,1000,0.02,0.25,0.75,50000,100000,5
Bull,6.5621518625610875,7,1000,0.02,0.25,0.5,200000,100000,10
Bull,0.13167120080250794,17,1000,0.02,0.25,0.75,50000,200000,5
Bull,0.13167120080250794,17,1000,0.02,0.25,0.75,50000,400000,5
Bull,6.5621518625610875,7,1000,0.02,0.25,0.5,200000,200000,10
Bull,6.5621518625610875,7,1000,0.02,0.25,0.5,200000,400000,10
Bull,1.6937347224370958,7,1000,0.02,0.25,0.75,50000,100000,10
Bull,0.2516835575107084,17,1000,0.02,0.25,0.75,100000,100000,5
Bull,1.6937347224370958,7,1000,0.02,0.25,0.75,50000,200000,10
Bull,1.6937347224370958,7,1000,0.02,0.25,0.75,50000,400000,10
Bull,0.2516835575107084,17,1000,0.02,0.25,0.75,100000,400000,5
Bull,0.2516835575107084,17,1000,0.02,0.25,0.75,100000,200000,5
Bull,3.386879317650123,7,1000,0.02,0.25,0.75,100000,100000,10
Bull,0.4917082709271093,17,1000,0.02,0.25,0.75,200000,100000,5
Bull,0.4917082709271093,17,1000,0.02,0.25,0.75,200000,200000,5
Bull,0.4917082709271093,17,1000,0.02,0.25,0.75,200000,400000,5
Bull,3.386879317650123,7,1000,0.02,0.25,0.75,100000,200000,10
Bull,3.386879317650123,7,1000,0.02,0.25,0.75,100000,400000,10
Bull,6.773168508076176,7,1000,0.02,0.25,0.75,200000,100000,10
Bull,6.773168508076176,7,1000,0.02,0.25,0.75,200000,200000,10
Bull,0.13893272922336036,17,1000,0.02,0.5,0.25,50000,100000,5
Bull,6.773168508076176,7,1000,0.02,0.25,0.75,200000,400000,10
Bull,0.13893272922336036,17,1000,0.02,0.5,0.25,50000,200000,5
Bull,0.13893272922336036,17,1000,0.02,0.5,0.25,50000,400000,5
Bull,1.5902826124695006,7,1000,0.02,0.5,0.25,50000,100000,10
Bull,0.25454777025810577,17,1000,0.02,0.5,0.25,100000,100000,5
Bull,1.5902826124695006,7,1000,0.02,0.5,0.25,50000,200000,10
Bull,0.25454777025810577,17,1000,0.02,0.5,0.25,100000,200000,5
Bull,0.25454777025810577,17,1000,0.02,0.5,0.25,100000,400000,5
Bull,1.5902826124695006,7,1000,0.02,0.5,0.25,50000,400000,10
Bull,0.48577785232759646,17,1000,0.02,0.5,0.25,200000,100000,5
Bull,3.1793849704908617,7,1000,0.02,0.5,0.25,100000,200000,10
Bull,0.48577785232759646,17,1000,0.02,0.5,0.25,200000,200000,5
Bull,3.1793849704908617,7,1000,0.02,0.5,0.25,100000,100000,10
Bull,0.48577785232759646,17,1000,0.02,0.5,0.25,200000,400000,5
Bull,3.1793849704908617,7,1000,0.02,0.5,0.25,100000,400000,10
Bull,0.14111456561433416,17,1000,0.02,0.5,0.5,50000,100000,5
Bull,0.14111456561433416,17,1000,0.02,0.5,0.5,50000,200000,5
Bull,6.357589686533585,7,1000,0.02,0.5,0.25,200000,100000,10
Bull,6.357589686533585,7,1000,0.02,0.5,0.25,200000,200000,10
Bull,6.357589686533585,7,1000,0.02,0.5,0.25,200000,400000,10
Bull,0.14111456561433416,17,1000,0.02,0.5,0.5,50000,400000,5
Bull,1.6415706882823937,7,1000,0.02,0.5,0.5,50000,100000,10
Bull,1.6415706882823937,7,1000,0.02,0.5,0.5,50000,200000,10
Bull,0.2589114430400534,17,1000,0.02,0.5,0.5,100000,100000,5
Bull,0.2589114430400534,17,1000,0.02,0.5,0.5,100000,200000,5
Bull,0.2589114430400534,17,1000,0.02,0.5,0.5,100000,400000,5
Bull,1.6415706882823937,7,1000,0.02,0.5,0.5,50000,400000,10
Bull,3.281961122116648,7,1000,0.02,0.5,0.5,100000,100000,10
Bull,0.4945051978914918,17,1000,0.02,0.5,0.5,200000,100000,5
Bull,3.281961122116648,7,1000,0.02,0.5,0.5,100000,200000,10
Bull,0.4945051978914918,17,1000,0.02,0.5,0.5,200000,200000,5
Bull,3.281961122116648,7,1000,0.02,0.5,0.5,100000,400000,10
Bull,0.4945051978914918,17,1000,0.02,0.5,0.5,200000,400000,5
Bull,0.14333004489681542,17,1000,0.02,0.5,0.75,50000,100000,5
Bull,6.562741989785157,7,1000,0.02,0.5,0.5,200000,100000,10
Bull,0.14333004489681542,17,1000,0.02,0.5,0.75,50000,200000,5
Bull,0.14333004489681542,17,1000,0.02,0.5,0.75,50000,400000,5
Bull,6.562741989785157,7,1000,0.02,0.5,0.5,200000,200000,10
Bull,0.2633424016050159,17,1000,0.02,0.5,0.75,100000,100000,5
Bull,1.694324849661166,7,1000,0.02,0.5,0.75,50000,100000,10
Bull,6.562741989785157,7,1000,0.02,0.5,0.5,200000,400000,10
Bull,1.694324849661166,7,1000,0.02,0.5,0.75,50000,200000,10
Bull,0.2633424016050159,17,1000,0.02,0.5,0.75,100000,200000,5
Bull,1.694324849661166,7,1000,0.02,0.5,0.75,50000,400000,10
Bull,0.2633424016050159,17,1000,0.02,0.5,0.75,100000,400000,5
Bull,3.3874694448741915,7,1000,0.02,0.5,0.75,100000,100000,10
Bull,0.5033671150214168,17,1000,0.02,0.5,0.75,200000,100000,5
Bull,0.5033671150214168,17,1000,0.02,0.5,0.75,200000,200000,5
Bull,3.3874694448741915,7,1000,0.02,0.5,0.75,100000,200000,10
Bull,3.3874694448741915,7,1000,0.02,0.5,0.75,100000,400000,10
Bull,0.5033671150214168,17,1000,0.02,0.5,0.75,200000,400000,5
Bull,6.773758635300246,7,1000,0.02,0.5,0.75,200000,100000,10
Bull,6.773758635300246,7,1000,0.02,0.5,0.75,200000,200000,10
Bull,0.16225041741197532,17,1000,0.02,1.0,0.25,50000,100000,5
Bull,0.16225041741197532,17,1000,0.02,1.0,0.25,50000,200000,5
Bull,6.773758635300246,7,1000,0.02,0.5,0.75,200000,400000,10
Bull,0.16225041741197532,17,1000,0.02,1.0,0.25,50000,400000,5
Bull,1.5914628669176396,7,1000,0.02,1.0,0.25,50000,100000,10
Bull,0.2778654584467207,17,1000,0.02,1.0,0.25,100000,100000,5
Bull,1.5914628669176396,7,1000,0.02,1.0,0.25,50000,200000,10
Bull,0.2778654584467207,17,1000,0.02,1.0,0.25,100000,200000,5
Bull,0.2778654584467207,17,1000,0.02,1.0,0.25,100000,400000,5
Bull,3.1805652249390013,7,1000,0.02,1.0,0.25,100000,100000,10
Bull,0.5090955405162115,17,1000,0.02,1.0,0.25,200000,100000,5
Bull,3.1805652249390013,7,1000,0.02,1.0,0.25,100000,200000,10
Bull,1.5914628669176396,7,1000,0.02,1.0,0.25,50000,400000,10
Bull,0.5090955405162115,17,1000,0.02,1.0,0.25,200000,200000,5
Bull,3.1805652249390013,7,1000,0.02,1.0,0.25,100000,400000,10
Bull,0.5090955405162115,17,1000,0.02,1.0,0.25,200000,400000,5
Bull,0.16443225380294912,17,1000,0.02,1.0,0.5,50000,100000,5
Bull,0.16443225380294912,17,1000,0.02,1.0,0.5,50000,200000,5
Bull,6.358769940981723,7,1000,0.02,1.0,0.25,200000,100000,10
Bull,6.358769940981723,7,1000,0.02,1.0,0.25,200000,200000,10
Bull,0.16443225380294912,17,1000,0.02,1.0,0.5,50000,400000,5
Bull,6.358769940981723,7,1000,0.02,1.0,0.25,200000,400000,10
Bull,1.6427509427305325,7,1000,0.02,1.0,0.5,50000,100000,10
Bull,0.28222913122866833,17,1000,0.02,1.0,0.5,100000,100000,5
Bull,1.6427509427305325,7,1000,0.02,1.0,0.5,50000,200000,10
Bull,0.28222913122866833,17,1000,0.02,1.0,0.5,100000,200000,5
Bull,1.6427509427305325,7,1000,0.02,1.0,0.5,50000,400000,10
Bull,0.28222913122866833,17,1000,0.02,1.0,0.5,100000,400000,5
Bull,3.2831413765647874,7,1000,0.02,1.0,0.5,100000,100000,10
Bull,0.5178228860801068,17,1000,0.02,1.0,0.5,200000,100000,5
Bull,0.5178228860801068,17,1000,0.02,1.0,0.5,200000,200000,5
Bull,3.2831413765647874,7,1000,0.02,1.0,0.5,100000,200000,10
Bull,3.2831413765647874,7,1000,0.02,1.0,0.5,100000,400000,10
Bull,0.5178228860801068,17,1000,0.02,1.0,0.5,200000,400000,5
Bull,0.1666477330854303,17,1000,0.02,1.0,0.75,50000,100000,5
Bull,6.563922244233296,7,1000,0.02,1.0,0.5,200000,100000,10
Bull,6.563922244233296,7,1000,0.02,1.0,0.5,200000,200000,10
Bull,0.1666477330854303,17,1000,0.02,1.0,0.75,50000,200000,5
Bull,0.1666477330854303,17,1000,0.02,1.0,0.75,50000,400000,5
Bull,6.563922244233296,7,1000,0.02,1.0,0.5,200000,400000,10
Bull,0.28666008979363083,17,1000,0.02,1.0,0.75,100000,100000,5
Bull,1.6955051041093048,7,1000,0.02,1.0,0.75,50000,100000,10
Bull,1.6955051041093048,7,1000,0.02,1.0,0.75,50000,200000,10
Bull,0.28666008979363083,17,1000,0.02,1.0,0.75,100000,200000,5
Bull,1.6955051041093048,7,1000,0.02,1.0,0.75,50000,400000,10
Bull,0.28666008979363083,17,1000,0.02,1.0,0.75,100000,400000,5
Bull,0.5266848032100317,17,1000,0.02,1.0,0.75,200000,100000,5
Bull,3.388649699322332,7,1000,0.02,1.0,0.75,100000,100000,10
Bull,3.388649699322332,7,1000,0.02,1.0,0.75,100000,200000,10
Bull,0.5266848032100317,17,1000,0.02,1.0,0.75,200000,200000,5
Bull,0.5266848032100317,17,1000,0.02,1.0,0.75,200000,400000,5
Bull,3.388649699322332,7,1000,0.02,1.0,0.75,100000,400000,10
Bull,0.06211897847160823,79,5000,0.005,0.25,0.25,50000,100000,5
Bull,0.06211897847160823,79,5000,0.005,0.25,0.25,50000,200000,5
Bull,6.774938889748383,7,1000,0.02,1.0,0.75,200000,100000,10
Bull,0.3135836455227404,7,5000,0.005,0.25,0.25,50000,100000,10
Bull,0.06211897847160823,79,5000,0.005,0.25,0.25,50000,400000,5
Bull,6.774938889748383,7,1000,0.02,1.0,0.75,200000,200000,10
Bull,0.3135836455227404,7,5000,0.005,0.25,0.25,50000,200000,10
Bull,0.11257802607627684,79,5000,0.005,0.25,0.25,100000,100000,5
Bull,0.3135836455227404,7,5000,0.005,0.25,0.25,50000,400000,10
Bull,0.11257802607627684,79,5000,0.005,0.25,0.25,100000,200000,5
Bull,0.6265771983356311,7,5000,0.005,0.25,0.25,100000,100000,10
Bull,6.774938889748383,7,1000,0.02,1.0,0.75,200000,400000,10
Bull,0.11257802607627684,79,5000,0.005,0.25,0.25,100000,400000,5
Bull,0.21349612128561407,79,5000,0.005,0.25,0.25,200000,100000,5
Bull,0.6265771983356311,7,5000,0.005,0.25,0.25,100000,200000,10
Bull,0.6265771983356311,7,5000,0.005,0.25,0.25,100000,400000,10
Bull,0.21349612128561407,79,5000,0.005,0.25,0.25,200000,200000,5
Bull,1.2525643039614123,7,5000,0.005,0.25,0.25,200000,100000,10
Bull,0.21349612128561407,79,5000,0.005,0.25,0.25,200000,400000,5
Bull,0.0623572945310065,79,5000,0.005,0.25,0.5,50000,100000,5
