market_scenario,Sim1_final_price,Sim1_final_node_count,INITIAL_NODE_COUNT,BASE_USD_DEMAND_GROWTH_RATE_MONTHLY,INITIAL_DRIA_PRICE_USD,MARKET_TREND_IMPACT_FACTOR,INITIAL_USD_CREDIT_PURCHASE_PER_MONTH,INITIAL_DRIA_PAYMENTS_FOR_SERVICES_PER_MONTH,SIMULATION_YEARS
Bear,0.3093546981051307,7,1000,0.005,0.5,0.25,50000,100000,10
Bear,0.12418455413867613,17,1000,0.005,0.5,0.25,100000,200000,5
Bear,0.3093546981051307,7,1000,0.005,0.5,0.25,50000,200000,10
Bear,0.3093546981051307,7,1000,0.005,0.5,0.25,50000,400000,10
Bear,0.12418455413867613,17,1000,0.005,0.5,0.25,100000,400000,5
Bear,0.6175291417621224,7,1000,0.005,0.5,0.25,100000,100000,10
Bear,0.22505142008873727,17,1000,0.005,0.5,0.25,200000,100000,5
Bear,0.6175291417621224,7,1000,0.005,0.5,0.25,100000,200000,10
Bear,0.22505142008873727,17,1000,0.005,0.5,0.25,200000,200000,5
Bear,0.22505142008873727,17,1000,0.005,0.5,0.25,200000,400000,5
Bear,0.6175291417621224,7,1000,0.005,0.5,0.25,100000,400000,10
Bear,1.233878029076106,7,1000,0.005,0.5,0.25,200000,100000,10
Bear,0.07351323372006242,17,1000,0.005,0.5,0.5,50000,100000,5
Bear,0.07351323372006242,17,1000,0.005,0.5,0.5,50000,200000,5
Bear,1.233878029076106,7,1000,0.005,0.5,0.25,200000,200000,10
Bear,0.3068907355334434,7,1000,0.005,0.5,0.5,50000,100000,10
Bear,0.07351323372006242,17,1000,0.005,0.5,0.5,50000,400000,5
Bear,1.233878029076106,7,1000,0.005,0.5,0.25,200000,400000,10
Bear,0.12370877925150987,17,1000,0.005,0.5,0.5,100000,100000,5
Bear,0.3068907355334434,7,1000,0.005,0.5,0.5,50000,200000,10
Bear,0.12370877925150987,17,1000,0.005,0.5,0.5,100000,200000,5
Bear,0.3068907355334434,7,1000,0.005,0.5,0.5,50000,400000,10
Bear,0.12370877925150987,17,1000,0.005,0.5,0.5,100000,400000,5
Bear,0.612601216618748,7,1000,0.005,0.5,0.5,100000,100000,10
Bear,0.2240998703144048,17,1000,0.005,0.5,0.5,200000,100000,5
Bear,0.612601216618748,7,1000,0.005,0.5,0.5,100000,200000,10
Bear,0.2240998703144048,17,1000,0.005,0.5,0.5,200000,200000,5
Bear,0.612601216618748,7,1000,0.005,0.5,0.5,100000,400000,10
Bear,0.2240998703144048,17,1000,0.005,0.5,0.5,200000,400000,5
Bear,0.07327627287541913,17,1000,0.005,0.5,0.75,50000,100000,5
Bear,1.224022178789357,7,1000,0.005,0.5,0.5,200000,100000,10
Bear,1.224022178789357,7,1000,0.005,0.5,0.5,200000,200000,10
Bear,0.07327627287541913,17,1000,0.005,0.5,0.75,50000,200000,5
Bear,1.224022178789357,7,1000,0.005,0.5,0.5,200000,400000,10
Bear,0.07327627287541913,17,1000,0.005,0.5,0.75,50000,400000,5
Bear,0.1232348575622233,17,1000,0.005,0.5,0.75,100000,100000,5
Bear,0.30444433272259114,7,1000,0.005,0.5,0.75,50000,200000,10
Bear,0.30444433272259114,7,1000,0.005,0.5,0.75,50000,100000,10
Bear,0.1232348575622233,17,1000,0.005,0.5,0.75,100000,200000,5
Bear,0.30444433272259114,7,1000,0.005,0.5,0.75,50000,400000,10
Bear,0.1232348575622233,17,1000,0.005,0.5,0.75,100000,400000,5
Bear,0.6077084109970434,7,1000,0.005,0.5,0.75,100000,100000,10
Bear,0.2231520269358316,17,1000,0.005,0.5,0.75,200000,100000,5
Bear,0.6077084109970434,7,1000,0.005,0.5,0.75,100000,200000,10
Bear,0.2231520269358316,17,1000,0.005,0.5,0.75,200000,200000,5
Bear,0.6077084109970434,7,1000,0.005,0.5,0.75,100000,400000,10
Bear,0.2231520269358316,17,1000,0.005,0.5,0.75,200000,400000,5
Bear,1.2142365675459479,7,1000,0.005,0.5,0.75,200000,100000,10
Bear,1.2142365675459479,7,1000,0.005,0.5,0.75,200000,200000,10
Bear,0.09706880935226055,17,1000,0.005,1.0,0.25,50000,100000,5
Bear,1.2142365675459479,7,1000,0.005,0.5,0.75,200000,400000,10
Bear,0.09706880935226055,17,1000,0.005,1.0,0.25,50000,200000,5
Bear,0.09706880935226055,17,1000,0.005,1.0,0.25,50000,400000,5
Bear,0.14750224232729112,17,1000,0.005,1.0,0.25,100000,100000,5
Bear,0.31053495255326974,7,1000,0.005,1.0,0.25,50000,100000,10
Bear,0.31053495255326974,7,1000,0.005,1.0,0.25,50000,200000,10
Bear,0.14750224232729112,17,1000,0.005,1.0,0.25,100000,200000,5
Bear,0.31053495255326974,7,1000,0.005,1.0,0.25,50000,400000,10
Bear,0.14750224232729112,17,1000,0.005,1.0,0.25,100000,400000,5
Bear,0.6187093962102614,7,1000,0.005,1.0,0.25,100000,100000,10
Bear,0.24836910827735226,17,1000,0.005,1.0,0.25,200000,100000,5
Bear,0.24836910827735226,17,1000,0.005,1.0,0.25,200000,200000,5
Bear,0.6187093962102614,7,1000,0.005,1.0,0.25,100000,200000,10
Bear,0.6187093962102614,7,1000,0.005,1.0,0.25,100000,400000,10
Bear,0.24836910827735226,17,1000,0.005,1.0,0.25,200000,400000,5
Bear,1.2350582835242447,7,1000,0.005,1.0,0.25,200000,100000,10
Bear,0.09683092190867741,17,1000,0.005,1.0,0.5,50000,100000,5
Bear,1.2350582835242447,7,1000,0.005,1.0,0.25,200000,200000,10
Bear,0.09683092190867741,17,1000,0.005,1.0,0.5,50000,200000,5
Bear,0.09683092190867741,17,1000,0.005,1.0,0.5,50000,400000,5
Bear,1.2350582835242447,7,1000,0.005,1.0,0.25,200000,400000,10
Bear,0.30807098998158244,7,1000,0.005,1.0,0.5,50000,100000,10
Bear,0.14702646744012485,17,1000,0.005,1.0,0.5,100000,100000,5
Bear,0.14702646744012485,17,1000,0.005,1.0,0.5,100000,200000,5
Bear,0.30807098998158244,7,1000,0.005,1.0,0.5,50000,200000,10
Bear,0.14702646744012485,17,1000,0.005,1.0,0.5,100000,400000,5
Bear,0.30807098998158244,7,1000,0.005,1.0,0.5,50000,400000,10
Bear,0.24741755850301975,17,1000,0.005,1.0,0.5,200000,100000,5
Bear,0.6137814710668869,7,1000,0.005,1.0,0.5,100000,100000,10
Bear,0.6137814710668869,7,1000,0.005,1.0,0.5,100000,200000,10
Bear,0.24741755850301975,17,1000,0.005,1.0,0.5,200000,200000,5
Bear,0.6137814710668869,7,1000,0.005,1.0,0.5,100000,400000,10
Bear,0.24741755850301975,17,1000,0.005,1.0,0.5,200000,400000,5
Bear,0.0965939610640341,17,1000,0.005,1.0,0.75,50000,100000,5
Bear,1.225202433237496,7,1000,0.005,1.0,0.5,200000,100000,10
Bear,0.0965939610640341,17,1000,0.005,1.0,0.75,50000,200000,5
Bear,1.225202433237496,7,1000,0.005,1.0,0.5,200000,200000,10
Bear,0.0965939610640341,17,1000,0.005,1.0,0.75,50000,400000,5
Bear,1.225202433237496,7,1000,0.005,1.0,0.5,200000,400000,10
Bear,0.30562458717073027,7,1000,0.005,1.0,0.75,50000,100000,10
Bear,0.14655254575083826,17,1000,0.005,1.0,0.75,100000,100000,5
Bear,0.30562458717073027,7,1000,0.005,1.0,0.75,50000,200000,10
Bear,0.14655254575083826,17,1000,0.005,1.0,0.75,100000,200000,5
Bear,0.30562458717073027,7,1000,0.005,1.0,0.75,50000,400000,10
Bear,0.14655254575083826,17,1000,0.005,1.0,0.75,100000,400000,5
Bear,0.2464697151244466,17,1000,0.005,1.0,0.75,200000,100000,5
Bear,0.6088886654451823,7,1000,0.005,1.0,0.75,100000,100000,10
Bear,0.6088886654451823,7,1000,0.005,1.0,0.75,100000,200000,10
Bear,0.07736101564970514,17,1000,0.01,0.25,0.25,50000,100000,5
Bear,0.2464697151244466,17,1000,0.005,1.0,0.75,200000,200000,5
Bear,0.6088886654451823,7,1000,0.005,1.0,0.75,100000,400000,10
Bear,0.07736101564970514,17,1000,0.01,0.25,0.25,50000,200000,5
Bear,0.2464697151244466,17,1000,0.005,1.0,0.75,200000,400000,5
Bear,0.5212923858696572,7,1000,0.01,0.25,0.25,50000,100000,10
Bear,0.07736101564970514,17,1000,0.01,0.25,0.25,50000,400000,5
Bear,0.5212923858696572,7,1000,0.01,0.25,0.25,50000,200000,10
Bear,0.14306318720510278,17,1000,0.01,0.25,0.25,100000,100000,5
Bear,1.2154168219940868,7,1000,0.005,1.0,0.75,200000,100000,10
Bear,0.5212923858696572,7,1000,0.01,0.25,0.25,50000,400000,10
Bear,0.14306318720510278,17,1000,0.01,0.25,0.25,100000,200000,5
Bear,1.2154168219940868,7,1000,0.005,1.0,0.75,200000,200000,10
Bear,0.14306318720510278,17,1000,0.01,0.25,0.25,100000,400000,5
Bear,1.0419946445152446,7,1000,0.01,0.25,0.25,100000,100000,10
Bear,1.0419946445152446,7,1000,0.01,0.25,0.25,100000,200000,10
Bear,0.27446753031589816,17,1000,0.01,0.25,0.25,200000,100000,5
Bear,1.0419946445152446,7,1000,0.01,0.25,0.25,100000,400000,10
Bear,0.27446753031589816,17,1000,0.01,0.25,0.25,200000,200000,5
Bear,1.2154168219940868,7,1000,0.005,1.0,0.75,200000,400000,10
Bear,0.27446753031589816,17,1000,0.01,0.25,0.25,200000,400000,5
Bear,0.07674273422446905,17,1000,0.01,0.25,0.5,50000,100000,5
Bear,2.08339916180642,7,1000,0.01,0.25,0.25,200000,100000,10
Bear,0.07674273422446905,17,1000,0.01,0.25,0.5,50000,200000,5
Bear,2.08339916180642,7,1000,0.01,0.25,0.25,200000,200000,10
Bear,2.08339916180642,7,1000,0.01,0.25,0.25,200000,400000,10
Bear,0.07674273422446905,17,1000,0.01,0.25,0.5,50000,400000,5
Bear,0.5129967068358242,7,1000,0.01,0.25,0.5,50000,100000,10
Bear,0.5129967068358242,7,1000,0.01,0.25,0.5,50000,200000,10
Bear,0.14182662435463064,17,1000,0.01,0.25,0.5,100000,100000,5
Bear,0.14182662435463064,17,1000,0.01,0.25,0.5,100000,200000,5
Bear,0.5129967068358242,7,1000,0.01,0.25,0.5,50000,400000,10
Bear,0.14182662435463064,17,1000,0.01,0.25,0.5,100000,400000,5
Bear,0.2719944046149537,17,1000,0.01,0.25,0.5,200000,100000,5
Bear,1.0254032864475788,7,1000,0.01,0.25,0.5,100000,100000,10
Bear,1.0254032864475788,7,1000,0.01,0.25,0.5,100000,200000,10
Bear,1.0254032864475788,7,1000,0.01,0.25,0.5,100000,400000,10
Bear,0.2719944046149537,17,1000,0.01,0.25,0.5,200000,200000,5
Bear,0.2719944046149537,17,1000,0.01,0.25,0.5,200000,400000,5
Bear,0.0761292535286639,17,1000,0.01,0.25,0.75,50000,100000,5
Bear,2.050216445671088,7,1000,0.01,0.25,0.5,200000,100000,10
Bear,0.0761292535286639,17,1000,0.01,0.25,0.75,50000,200000,5
Bear,2.050216445671088,7,1000,0.01,0.25,0.5,200000,200000,10
Bear,2.050216445671088,7,1000,0.01,0.25,0.5,200000,400000,10
Bear,0.14059966296302034,17,1000,0.01,0.25,0.75,100000,100000,5
Bear,0.0761292535286639,17,1000,0.01,0.25,0.75,50000,400000,5
Bear,0.5048189170968781,7,1000,0.01,0.25,0.75,50000,100000,10
Bear,0.5048189170968781,7,1000,0.01,0.25,0.75,50000,200000,10
Bear,0.5048189170968781,7,1000,0.01,0.25,0.75,50000,400000,10
Bear,0.14059966296302034,17,1000,0.01,0.25,0.75,100000,200000,5
Bear,0.14059966296302034,17,1000,0.01,0.25,0.75,100000,400000,5
Bear,1.0090477069696868,7,1000,0.01,0.25,0.75,100000,100000,10
Bear,0.2695404818317332,17,1000,0.01,0.25,0.75,200000,100000,5
Bear,0.2695404818317332,17,1000,0.01,0.25,0.75,200000,200000,5
Bear,1.0090477069696868,7,1000,0.01,0.25,0.75,100000,200000,10
Bear,0.2695404818317332,17,1000,0.01,0.25,0.75,200000,400000,5
Bear,1.0090477069696868,7,1000,0.01,0.25,0.75,100000,400000,10
Bear,2.017505286715304,7,1000,0.01,0.25,0.75,200000,100000,10
Bear,2.017505286715304,7,1000,0.01,0.25,0.75,200000,200000,10
Bear,0.08901985974401264,17,1000,0.01,0.5,0.25,50000,100000,5
Bear,0.08901985974401264,17,1000,0.01,0.5,0.25,50000,200000,5
Bear,2.017505286715304,7,1000,0.01,0.25,0.75,200000,400000,10
Bear,0.08901985974401264,17,1000,0.01,0.5,0.25,50000,400000,5
Bear,0.15472203129941028,17,1000,0.01,0.5,0.25,100000,100000,5
Bear,0.5218825130937265,7,1000,0.01,0.5,0.25,50000,100000,10
Bear,0.5218825130937265,7,1000,0.01,0.5,0.25,50000,200000,10
Bear,0.15472203129941028,17,1000,0.01,0.5,0.25,100000,200000,5
Bear,0.15472203129941028,17,1000,0.01,0.5,0.25,100000,400000,5
Bear,0.5218825130937265,7,1000,0.01,0.5,0.25,50000,400000,10
Bear,1.0425847717393144,7,1000,0.01,0.5,0.25,100000,100000,10
Bear,0.28612637441020555,17,1000,0.01,0.5,0.25,200000,100000,5
Bear,1.0425847717393144,7,1000,0.01,0.5,0.25,100000,200000,10
Bear,0.28612637441020555,17,1000,0.01,0.5,0.25,200000,400000,5
Bear,0.28612637441020555,17,1000,0.01,0.5,0.25,200000,200000,5
Bear,1.0425847717393144,7,1000,0.01,0.5,0.25,100000,400000,10
Bear,0.08840157831877654,17,1000,0.01,0.5,0.5,50000,100000,5
Bear,2.083989289030489,7,1000,0.01,0.5,0.25,200000,100000,10
Bear,2.083989289030489,7,1000,0.01,0.5,0.25,200000,200000,10
Bear,0.08840157831877654,17,1000,0.01,0.5,0.5,50000,200000,5
Bear,0.08840157831877654,17,1000,0.01,0.5,0.5,50000,400000,5
Bear,2.083989289030489,7,1000,0.01,0.5,0.25,200000,400000,10
Bear,0.5135868340598939,7,1000,0.01,0.5,0.5,50000,100000,10
Bear,0.5135868340598939,7,1000,0.01,0.5,0.5,50000,200000,10
Bear,0.1534854684489381,17,1000,0.01,0.5,0.5,100000,100000,5
Bear,0.1534854684489381,17,1000,0.01,0.5,0.5,100000,200000,5
Bear,0.5135868340598939,7,1000,0.01,0.5,0.5,50000,400000,10
Bear,0.1534854684489381,17,1000,0.01,0.5,0.5,100000,400000,5
Bear,1.0259934136716484,7,1000,0.01,0.5,0.5,100000,100000,10
Bear,0.2836532487092613,17,1000,0.01,0.5,0.5,200000,100000,5
Bear,1.0259934136716484,7,1000,0.01,0.5,0.5,100000,200000,10
Bear,0.2836532487092613,17,1000,0.01,0.5,0.5,200000,200000,5
Bear,1.0259934136716484,7,1000,0.01,0.5,0.5,100000,400000,10
Bear,0.2836532487092613,17,1000,0.01,0.5,0.5,200000,400000,5
Bear,2.0508065728951577,7,1000,0.01,0.5,0.5,200000,100000,10
Bear,0.08778809762297138,17,1000,0.01,0.5,0.75,50000,100000,5
Bear,0.08778809762297138,17,1000,0.01,0.5,0.75,50000,200000,5
Bear,2.0508065728951577,7,1000,0.01,0.5,0.5,200000,200000,10
Bear,0.08778809762297138,17,1000,0.01,0.5,0.75,50000,400000,5
Bear,2.0508065728951577,7,1000,0.01,0.5,0.5,200000,400000,10
Bear,0.5054090443209477,7,1000,0.01,0.5,0.75,50000,100000,10
Bear,0.5054090443209477,7,1000,0.01,0.5,0.75,50000,200000,10
Bear,0.1522585070573278,17,1000,0.01,0.5,0.75,100000,100000,5
Bear,0.1522585070573278,17,1000,0.01,0.5,0.75,100000,200000,5
Bear,0.1522585070573278,17,1000,0.01,0.5,0.75,100000,400000,5
Bear,0.5054090443209477,7,1000,0.01,0.5,0.75,50000,400000,10
Bear,1.0096378341937562,7,1000,0.01,0.5,0.75,100000,100000,10
Bear,0.2811993259260407,17,1000,0.01,0.5,0.75,200000,100000,5
Bear,0.2811993259260407,17,1000,0.01,0.5,0.75,200000,200000,5
Bear,1.0096378341937562,7,1000,0.01,0.5,0.75,100000,200000,10
Bear,1.0096378341937562,7,1000,0.01,0.5,0.75,100000,400000,10
Bear,0.2811993259260407,17,1000,0.01,0.5,0.75,200000,400000,5
Bear,2.0180954139393736,7,1000,0.01,0.5,0.75,200000,100000,10
Bear,0.1123375479326276,17,1000,0.01,1.0,0.25,50000,100000,5
Bear,2.0180954139393736,7,1000,0.01,0.5,0.75,200000,200000,10
Bear,2.0180954139393736,7,1000,0.01,0.5,0.75,200000,400000,10
Bear,0.1123375479326276,17,1000,0.01,1.0,0.25,50000,200000,5
Bear,0.1123375479326276,17,1000,0.01,1.0,0.25,50000,400000,5
Bear,0.5230627675418659,7,1000,0.01,1.0,0.25,50000,100000,10
Bear,0.17803971948802527,17,1000,0.01,1.0,0.25,100000,100000,5
Bear,0.5230627675418659,7,1000,0.01,1.0,0.25,50000,200000,10
Bear,0.17803971948802527,17,1000,0.01,1.0,0.25,100000,200000,5
Bear,0.17803971948802527,17,1000,0.01,1.0,0.25,100000,400000,5
Bear,0.5230627675418659,7,1000,0.01,1.0,0.25,50000,400000,10
Bear,1.043765026187453,7,1000,0.01,1.0,0.25,100000,100000,10
Bear,1.043765026187453,7,1000,0.01,1.0,0.25,100000,200000,10
Bear,0.30944406259882057,17,1000,0.01,1.0,0.25,200000,100000,5
Bear,0.30944406259882057,17,1000,0.01,1.0,0.25,200000,200000,5
Bear,1.043765026187453,7,1000,0.01,1.0,0.25,100000,400000,10
Bear,0.30944406259882057,17,1000,0.01,1.0,0.25,200000,400000,5
Bear,0.11171926650739152,17,1000,0.01,1.0,0.5,50000,100000,5
Bear,2.085169543478629,7,1000,0.01,1.0,0.25,200000,100000,10
Bear,0.11171926650739152,17,1000,0.01,1.0,0.5,50000,200000,5
Bear,2.085169543478629,7,1000,0.01,1.0,0.25,200000,200000,10
Bear,0.11171926650739152,17,1000,0.01,1.0,0.5,50000,400000,5
Bear,0.5147670885080327,7,1000,0.01,1.0,0.5,50000,100000,10
Bear,2.085169543478629,7,1000,0.01,1.0,0.25,200000,400000,10
Bear,0.17680315663755308,17,1000,0.01,1.0,0.5,100000,100000,5
Bear,0.5147670885080327,7,1000,0.01,1.0,0.5,50000,200000,10
Bear,0.17680315663755308,17,1000,0.01,1.0,0.5,100000,200000,5
Bear,0.5147670885080327,7,1000,0.01,1.0,0.5,50000,400000,10
Bear,1.0271736681197878,7,1000,0.01,1.0,0.5,100000,100000,10
Bear,0.17680315663755308,17,1000,0.01,1.0,0.5,100000,400000,5
Bear,0.3069709368978762,17,1000,0.01,1.0,0.5,200000,100000,5
Bear,0.3069709368978762,17,1000,0.01,1.0,0.5,200000,200000,5
Bear,1.0271736681197878,7,1000,0.01,1.0,0.5,100000,200000,10
Bear,1.0271736681197878,7,1000,0.01,1.0,0.5,100000,400000,10
Bear,0.3069709368978762,17,1000,0.01,1.0,0.5,200000,400000,5
Bear,0.11110578581158635,17,1000,0.01,1.0,0.75,50000,100000,5
Bear,2.051986827343297,7,1000,0.01,1.0,0.5,200000,100000,10
Bear,0.11110578581158635,17,1000,0.01,1.0,0.75,50000,200000,5
Bear,2.051986827343297,7,1000,0.01,1.0,0.5,200000,200000,10
Bear,2.051986827343297,7,1000,0.01,1.0,0.5,200000,400000,10
Bear,0.11110578581158635,17,1000,0.01,1.0,0.75,50000,400000,5
Bear,0.5065892987690865,7,1000,0.01,1.0,0.75,50000,100000,10
Bear,0.17557619524594276,17,1000,0.01,1.0,0.75,100000,100000,5
Bear,0.5065892987690865,7,1000,0.01,1.0,0.75,50000,200000,10
Bear,0.17557619524594276,17,1000,0.01,1.0,0.75,100000,200000,5
Bear,0.5065892987690865,7,1000,0.01,1.0,0.75,50000,400000,10
Bear,0.17557619524594276,17,1000,0.01,1.0,0.75,100000,400000,5
Bear,1.0108180886418954,7,1000,0.01,1.0,0.75,100000,100000,10
Bear,0.3045170141146556,17,1000,0.01,1.0,0.75,200000,100000,5
Bear,0.12300962586833152,17,1000,0.02,0.25,0.25,50000,100000,5
Bear,1.0108180886418954,7,1000,0.01,1.0,0.75,100000,200000,10
Bear,0.3045170141146556,17,1000,0.01,1.0,0.75,200000,200000,5
Bear,0.12300962586833152,17,1000,0.02,0.25,0.25,50000,200000,5
Bear,0.3045170141146556,17,1000,0.01,1.0,0.75,200000,400000,5
Bear,1.0108180886418954,7,1000,0.01,1.0,0.75,100000,400000,10
Bear,1.4913746646069044,7,1000,0.02,0.25,0.25,50000,100000,10
Bear,0.12300962586833152,17,1000,0.02,0.25,0.25,50000,400000,5
Bear,1.4913746646069044,7,1000,0.02,0.25,0.25,50000,200000,10
Bear,0.2343604076423555,17,1000,0.02,0.25,0.25,100000,100000,5
Bear,2.0192756683875124,7,1000,0.01,1.0,0.75,200000,100000,10
Bear,0.2343604076423555,17,1000,0.02,0.25,0.25,100000,200000,5
Bear,1.4913746646069044,7,1000,0.02,0.25,0.25,50000,400000,10
Bear,0.2343604076423555,17,1000,0.02,0.25,0.25,100000,400000,5
Bear,2.9821592019897403,7,1000,0.02,0.25,0.25,100000,100000,10
Bear,2.0192756683875124,7,1000,0.01,1.0,0.75,200000,200000,10
Bear,0.4570619711904037,17,1000,0.02,0.25,0.25,200000,100000,5
Bear,2.9821592019897403,7,1000,0.02,0.25,0.25,100000,200000,10
Bear,2.9821592019897403,7,1000,0.02,0.25,0.25,100000,400000,10
Bear,0.4570619711904037,17,1000,0.02,0.25,0.25,200000,200000,5
Bear,2.0192756683875124,7,1000,0.01,1.0,0.75,200000,400000,10
Bear,0.4570619711904037,17,1000,0.02,0.25,0.25,200000,400000,5
Bear,5.9637282767554085,7,1000,0.02,0.25,0.25,200000,100000,10
Bear,0.1209264508744177,17,1000,0.02,0.25,0.5,50000,100000,5
Bear,0.1209264508744177,17,1000,0.02,0.25,0.5,50000,200000,5
Bear,5.9637282767554085,7,1000,0.02,0.25,0.25,200000,200000,10
Bear,0.1209264508744177,17,1000,0.02,0.25,0.5,50000,400000,5
Bear,1.4442766461105998,7,1000,0.02,0.25,0.5,50000,100000,10
Bear,5.9637282767554085,7,1000,0.02,0.25,0.25,200000,400000,10
Bear,1.4442766461105998,7,1000,0.02,0.25,0.5,50000,200000,10
Bear,0.23019405765452786,17,1000,0.02,0.25,0.5,100000,100000,5
Bear,0.23019405765452786,17,1000,0.02,0.25,0.5,100000,200000,5
Bear,1.4442766461105998,7,1000,0.02,0.25,0.5,50000,400000,10
Bear,0.23019405765452786,17,1000,0.02,0.25,0.5,100000,400000,5
Bear,0.44872927121474837,17,1000,0.02,0.25,0.5,200000,200000,5
Bear,0.44872927121474837,17,1000,0.02,0.25,0.5,200000,100000,5
Bear,2.8879631649971316,7,1000,0.02,0.25,0.5,100000,200000,10
Bear,2.8879631649971316,7,1000,0.02,0.25,0.5,100000,100000,10
Bear,2.8879631649971316,7,1000,0.02,0.25,0.5,100000,400000,10
Bear,0.44872927121474837,17,1000,0.02,0.25,0.5,200000,400000,5
Bear,0.1188754145652919,17,1000,0.02,0.25,0.75,50000,100000,5
Bear,0.1188754145652919,17,1000,0.02,0.25,0.75,50000,200000,5
Bear,5.775336202770191,7,1000,0.02,0.25,0.5,200000,100000,10
Bear,5.775336202770191,7,1000,0.02,0.25,0.5,200000,200000,10
Bear,0.1188754145652919,17,1000,0.02,0.25,0.75,50000,400000,5
Bear,1.3985081485627338,7,1000,0.02,0.25,0.75,50000,100000,10
Bear,5.775336202770191,7,1000,0.02,0.25,0.5,200000,400000,10
Bear,0.22609198503627628,17,1000,0.02,0.25,0.75,100000,100000,5
Bear,1.3985081485627338,7,1000,0.02,0.25,0.75,50000,200000,10
Bear,1.3985081485627338,7,1000,0.02,0.25,0.75,50000,400000,10
Bear,0.22609198503627628,17,1000,0.02,0.25,0.75,100000,200000,5
Bear,0.22609198503627628,17,1000,0.02,0.25,0.75,100000,400000,5
Bear,2.796426169901398,7,1000,0.02,0.25,0.75,100000,100000,10
Bear,0.44052512597824495,17,1000,0.02,0.25,0.75,200000,100000,5
Bear,0.44052512597824495,17,1000,0.02,0.25,0.75,200000,200000,5
Bear,2.796426169901398,7,1000,0.02,0.25,0.75,100000,400000,10
Bear,2.796426169901398,7,1000,0.02,0.25,0.75,100000,200000,10
Bear,0.44052512597824495,17,1000,0.02,0.25,0.75,200000,400000,5
Bear,5.592262212578728,7,1000,0.02,0.25,0.75,200000,100000,10
Bear,0.13466846996263904,17,1000,0.02,0.5,0.25,50000,100000,5
Bear,5.592262212578728,7,1000,0.02,0.25,0.75,200000,200000,10
Bear,5.592262212578728,7,1000,0.02,0.25,0.75,200000,400000,10
Bear,0.13466846996263904,17,1000,0.02,0.5,0.25,50000,200000,5
Bear,0.13466846996263904,17,1000,0.02,0.5,0.25,50000,400000,5
Bear,0.24601925173666303,17,1000,0.02,0.5,0.25,100000,100000,5
Bear,1.4919647918309744,7,1000,0.02,0.5,0.25,50000,100000,10
Bear,0.24601925173666303,17,1000,0.02,0.5,0.25,100000,200000,5
Bear,1.4919647918309744,7,1000,0.02,0.5,0.25,50000,200000,10
Bear,0.24601925173666303,17,1000,0.02,0.5,0.25,100000,400000,5
Bear,1.4919647918309744,7,1000,0.02,0.5,0.25,50000,400000,10
Bear,2.9827493292138088,7,1000,0.02,0.5,0.25,100000,100000,10
Bear,0.468720815284711,17,1000,0.02,0.5,0.25,200000,100000,5
Bear,0.468720815284711,17,1000,0.02,0.5,0.25,200000,200000,5
Bear,2.9827493292138088,7,1000,0.02,0.5,0.25,100000,200000,10
Bear,0.468720815284711,17,1000,0.02,0.5,0.25,200000,400000,5
Bear,2.9827493292138088,7,1000,0.02,0.5,0.25,100000,400000,10
Bear,0.13258529496872515,17,1000,0.02,0.5,0.5,50000,100000,5
Bear,5.9643184039794805,7,1000,0.02,0.5,0.25,200000,100000,10
Bear,0.13258529496872515,17,1000,0.02,0.5,0.5,50000,200000,5
Bear,5.9643184039794805,7,1000,0.02,0.5,0.25,200000,200000,10
Bear,0.13258529496872515,17,1000,0.02,0.5,0.5,50000,400000,5
Bear,1.4448667733346694,7,1000,0.02,0.5,0.5,50000,100000,10
Bear,5.9643184039794805,7,1000,0.02,0.5,0.25,200000,400000,10
Bear,0.2418529017488354,17,1000,0.02,0.5,0.5,100000,100000,5
Bear,1.4448667733346694,7,1000,0.02,0.5,0.5,50000,200000,10
Bear,0.2418529017488354,17,1000,0.02,0.5,0.5,100000,200000,5
Bear,1.4448667733346694,7,1000,0.02,0.5,0.5,50000,400000,10
Bear,0.2418529017488354,17,1000,0.02,0.5,0.5,100000,400000,5
Bear,2.8885532922211996,7,1000,0.02,0.5,0.5,100000,100000,10
Bear,0.4603881153090557,17,1000,0.02,0.5,0.5,200000,100000,5
Bear,0.4603881153090557,17,1000,0.02,0.5,0.5,200000,200000,5
Bear,2.8885532922211996,7,1000,0.02,0.5,0.5,100000,200000,10
Bear,2.8885532922211996,7,1000,0.02,0.5,0.5,100000,400000,10
Bear,0.4603881153090557,17,1000,0.02,0.5,0.5,200000,400000,5
Bear,0.1305342586595994,17,1000,0.02,0.5,0.75,50000,100000,5
Bear,5.775926329994263,7,1000,0.02,0.5,0.5,200000,100000,10
Bear,0.1305342586595994,17,1000,0.02,0.5,0.75,50000,200000,5
Bear,5.775926329994263,7,1000,0.02,0.5,0.5,200000,200000,10
Bear,0.1305342586595994,17,1000,0.02,0.5,0.75,50000,400000,5
Bear,5.775926329994263,7,1000,0.02,0.5,0.5,200000,400000,10
Bear,1.3990982757868031,7,1000,0.02,0.5,0.75,50000,100000,10
Bear,0.2377508291305838,17,1000,0.02,0.5,0.75,100000,100000,5
Bear,1.3990982757868031,7,1000,0.02,0.5,0.75,50000,200000,10
Bear,0.2377508291305838,17,1000,0.02,0.5,0.75,100000,200000,5
Bear,1.3990982757868031,7,1000,0.02,0.5,0.75,50000,400000,10
