,"('BTC', 'BTC')","('ETH', 'ETH')","('BNB', 'BNB')","('XRP', 'XRP')","('SOL', 'SOL')","('DOGE', 'DOGE')","('ADA', 'ADA')","('AVAX', 'AVAX')","('TRX', 'TRX')","('DOT', 'DOT')","('MATIC', 'MATIC')","('LINK', 'LINK')","('NEAR', 'NEAR')","('OP', 'OP')","('ARB', 'ARB')","('APT', 'APT')","('STX', 'STX')","('ICP', 'ICP')"
2018-04-07,6911.08984375,385.3139953613281,12.455699920654297,0.487866997718811,,0.0028019999153912,0.1487939953804016,,0.0370640009641647,,,0.3041239976882934,,,0.0038630000781267,,,
2018-04-08,7023.52001953125,400.5079956054687,12.117600440979004,0.5003979802131653,,0.0028429999947547,0.1565990000963211,,0.0376319997012615,,,0.3270939886569977,,,0.0044189998880028,,,
2018-04-09,6770.72998046875,398.5260009765625,11.868300437927246,0.4918549954891205,,0.0027630000840872,0.15310600399971,,0.0357559993863105,,,0.3115279972553253,,,0.0041200001724064,,,
2018-04-10,6834.759765625,414.2430114746094,12.036199569702148,0.4919309914112091,,0.0030429998878389,0.1563470065593719,,0.0369280017912387,,,0.3558360040187835,,,0.0041629998013377,,,
2018-04-11,6968.31982421875,430.5400085449219,12.230899810791016,0.5395060181617737,,0.003396000014618,0.166029006242752,,0.0362709984183311,,,0.3592869937419891,,,0.0041080000810325,,,
2018-04-12,7889.25,492.9410095214844,12.952500343322754,0.6287369728088379,,0.003798000048846,0.2122330069541931,,0.0395639985799789,,,0.3868109881877899,,,0.0046660001389682,,,
2018-04-13,7895.9599609375,492.7349853515625,13.536800384521484,0.6380869746208191,,0.0039949999190866,0.200532004237175,,0.0390059985220432,,,0.3815430104732513,,,0.0047989999875426,,,
2018-04-14,7986.240234375,501.4779968261719,13.244400024414062,0.6321840286254883,,0.0041499999351799,0.2008530050516128,,0.0400109998881816,,,0.394006997346878,,,0.005915000103414,,,
2018-04-15,8329.1103515625,531.7020263671875,13.058799743652344,0.6825339794158936,,0.0045710001140832,0.2213899940252304,,0.0429710000753402,,,0.4239459931850433,,,0.0062620001845061,,,
2018-04-16,8058.669921875,511.1470031738281,12.210000038146973,0.6632969975471497,,0.0045850002206861,0.2566460072994232,,0.0412559993565082,,,0.4095380008220672,,,0.0049879997968673,,,
2018-04-17,7902.08984375,502.8940124511719,11.769399642944336,0.6569330096244812,,0.0047439998015761,0.2437240034341812,,0.0421160012483596,,,0.4167940020561218,,,0.0049700001254677,,,
2018-04-18,8163.419921875,524.7890014648438,12.275699615478516,0.7089319825172424,,0.0054120002314448,0.2603409886360168,,0.0475209988653659,,,0.446289986371994,,,0.0049769999459385,,,
2018-04-19,8294.3095703125,567.8889770507812,12.35260009765625,0.7919759750366211,,0.005824000108987,0.2723580002784729,,0.0493919998407363,,,0.4827950000762939,,,0.0050409999676048,,,
2018-04-20,8845.830078125,615.718017578125,12.575200080871582,0.924465000629425,,0.0058929999358952,0.3012470006942749,,0.0536729991436004,,,0.4814159870147705,,,0.0053030000999569,,,
2018-04-21,8895.580078125,605.39501953125,13.378399848937988,0.8731030225753784,,0.0054130000062286,0.290580004453659,,0.053677000105381,,,0.4913490116596222,,,0.0054460000246763,,,
2018-04-22,8802.4599609375,621.8599853515625,12.875900268554688,0.8699949979782104,,0.0055390000343322,0.2855350077152252,,0.0524200014770031,,,0.4993110001087188,,,0.0053670001216232,,,
2018-04-23,8930.8798828125,642.5479736328125,13.625300407409668,0.8766570091247559,,0.0054819998331367,0.2884730100631714,,0.0585459992289543,,,0.4923849999904632,,,0.0053500002250075,,,
2018-04-24,9697.5,708.1580200195312,15.265999794006348,0.934781014919281,,0.0057999999262392,0.3128750026226043,,0.0733600035309791,,,0.5368239879608154,,,0.0054680001921951,,,
2018-04-25,8845.740234375,615.416015625,13.290900230407717,0.8006070256233215,,0.0050929998978972,0.2716540098190307,,0.0700149983167648,,,0.4343670010566711,,,0.0053619998507201,,,
2018-04-26,9281.509765625,662.8090209960938,14.653599739074709,0.8524140119552612,,0.0056269997730851,0.2942950129508972,,0.0745659992098808,,,0.4901480078697204,,,0.0052919997833669,,,
2018-04-27,8987.0498046875,647.031982421875,14.329099655151367,0.813884973526001,,0.0054219998419284,0.2884890139102936,,0.0740370005369186,,,0.452004998922348,,,0.0047419997863471,,,
2018-04-28,9348.48046875,683.677978515625,15.20009994506836,0.8638039827346802,,0.0053570000454783,0.3578740060329437,,0.0816619992256164,,,0.4844760000705719,,,0.0049629998393356,,,
2018-04-29,9419.080078125,688.8809814453125,15.05620002746582,0.8727779984474182,,0.005458999890834,0.3650569915771484,,0.0891449972987175,,,0.5157139897346497,,,0.0053869998082518,,,
2018-04-30,9240.5498046875,669.9240112304688,14.312100410461426,0.8379380106925964,,0.005210000090301,0.3433179855346679,,0.0937770009040832,,,0.5446910262107849,,,0.0049859997816383,,,
2018-05-01,9119.009765625,673.6129760742188,14.164299964904783,0.8414070010185242,,0.0051440000534057,0.35869300365448,,0.093359999358654,,,0.550400972366333,,,0.0047300001606345,,,
2018-05-02,9235.919921875,687.1489868164062,14.409199714660645,0.8590940237045288,,0.0052729998715221,0.3724200129508972,,0.0913970023393631,,,0.5647010207176208,,,0.0047300001606345,,,
2018-05-03,9743.8603515625,779.5430297851562,14.652600288391112,0.8844659924507141,,0.005640999879688,0.3697090148925781,,0.0873399972915649,,,0.5676689743995667,,,0.005460999906063,,,
2018-05-04,9700.759765625,785.6240234375,14.329500198364258,0.895442008972168,,0.0052689998410642,0.360181987285614,,0.0868100002408027,,,0.5825830101966858,,,0.0052359998226165,,,
2018-05-05,9858.150390625,816.1199951171875,14.36870002746582,0.9051030278205872,,0.0051799998618662,0.3663380146026611,,0.0871020033955574,,,0.5715349912643433,,,0.0053090001456439,,,
2018-05-06,9654.7998046875,792.3109741210938,13.94260025024414,0.8714240193367004,,0.0049700001254677,0.3500210046768188,,0.0847780033946037,,,0.5383989810943604,,,0.0054759997874498,,,
2018-05-07,9373.009765625,753.7249755859375,13.702500343322754,0.8326410055160522,,0.0048170001246035,0.3351759910583496,,0.0830859988927841,,,0.5730180144309998,,,0.0053260000422596,,,
2018-05-08,9234.8203125,752.8569946289062,13.529000282287598,0.8139700293540955,,0.0053030000999569,0.3283520042896271,,0.0830710008740425,,,0.552856981754303,,,0.0054359999485313,,,
2018-05-09,9325.1796875,752.2750244140625,14.660200119018556,0.8020430207252502,,0.0050929998978972,0.3235929906368255,,0.0810059979557991,,,0.5395119786262512,,,0.0053099999204277,,,
2018-05-10,9043.9404296875,727.2769775390625,13.818400382995604,0.7582370042800903,,0.0048699998296797,0.297089010477066,,0.073573999106884,,,0.526373028755188,,,0.0045139999128878,,,
2018-05-11,8441.490234375,679.5859985351562,12.993900299072266,0.6849480271339417,,0.0043620001524686,0.2601270079612732,,0.065932996571064,,,0.467844009399414,,,0.0042940001003444,,,
2018-05-12,8504.8896484375,686.0479736328125,12.943900108337402,0.6967350244522095,,0.0044729998335242,0.270931988954544,,0.0687310025095939,,,0.4647639989852905,,,0.0043199998326599,,,
2018-05-13,8723.9404296875,733.4959716796875,13.11870002746582,0.745747983455658,,0.004329000134021,0.2858900129795074,,0.0756129994988441,,,0.5034570097923279,,,0.0038240000139921,,,
2018-05-14,8716.7900390625,730.5490112304688,12.870699882507324,0.7408980131149292,,0.0044599999673664,0.2734340131282806,,0.0728119984269142,,,0.5169119834899902,,,0.0043449997901916,,,
2018-05-15,8510.3798828125,708.8709716796875,12.56779956817627,0.6985880136489868,,0.0045150001533329,0.2601549923419952,,0.0685660019516944,,,0.5040040016174316,,,0.0044149998575448,,,
2018-05-16,8368.830078125,707.0499877929688,12.260499954223633,0.7140809893608093,,0.0043850000947713,0.2563750147819519,,0.071953997015953,,,0.4808909893035888,,,0.00475599989295,,,
2018-05-17,8094.31982421875,672.656982421875,12.46500015258789,0.6673099994659424,,0.0041880002245306,0.2436639964580536,,0.0674370005726814,,,0.4444470107555389,,,0.0040350002236664,,,
2018-05-18,8250.9697265625,694.3670043945312,15.13539981842041,0.6802939772605896,,0.0040170000866055,0.2455440014600753,,0.0693869963288307,,,0.4568409919738769,,,0.0041200001724064,,,
2018-05-19,8247.1796875,696.530029296875,14.245699882507324,0.6767129898071289,,0.0042860000394284,0.243270993232727,,0.0691440030932426,,,0.4530859887599945,,,0.0043669999577105,,,
2018-05-20,8513.25,715.3690185546875,14.117799758911133,0.7002440094947815,,0.0044229999184608,0.2561360001564026,,0.0772690027952194,,,0.4531710147857666,,,0.0045110001228749,,,
2018-05-21,8418.990234375,699.2219848632812,14.722299575805664,0.6815869808197021,,0.0042710001580417,0.2488400042057037,,0.0823780000209808,,,0.4243560135364532,,,0.0044570001773536,,,
2018-05-22,8041.77978515625,647.7410278320312,13.92549991607666,0.645566999912262,,0.0038509999867528,0.2244080007076263,,0.0748289972543716,,,0.3769969940185547,,,0.0051279999315738,,,
2018-05-23,7557.81982421875,583.5850219726562,12.62619972229004,0.599593997001648,,0.0035910001024603,0.2028730064630508,,0.0698480010032653,,,0.348690003156662,,,0.0050510000437498,,,
2018-05-24,7587.33984375,601.7550048828125,13.000300407409668,0.6319969892501831,,0.0034990001004189,0.2089889943599701,,0.0730950012803077,,,0.3605259954929352,,,0.00475599989295,,,
2018-05-25,7480.14013671875,586.7340087890625,13.008000373840332,0.6110010147094727,,0.0035139999818056,0.200654998421669,,0.0712789967656135,,,0.342848002910614,,,0.0041129998862743,,,
2018-05-26,7355.8798828125,587.280029296875,12.759099960327148,0.6127079725265503,,0.0034630000591278,0.1965669989585876,,0.0731619969010353,,,0.3646200001239776,,,0.0040330002084374,,,
2018-05-27,7368.22021484375,572.6680297851562,12.605799674987791,0.6078810095787048,,0.0034239999949932,0.1935569941997528,,0.070601001381874,,,0.3452489972114563,,,0.0040389997884631,,,
2018-05-28,7135.990234375,516.0360107421875,11.89430046081543,0.5522990226745605,,0.0032259998843073,0.1747830063104629,,0.0606539994478225,,,0.3158499896526336,,,0.0039880000986158,,,
2018-05-29,7472.58984375,565.3880004882812,12.571700096130373,0.6012409925460815,,0.0034370000939816,0.2031899988651275,,0.0650089979171752,,,0.3512569963932037,,,0.004327000118792,,,
2018-05-30,7406.52001953125,559.5900268554688,12.570899963378906,0.6058170199394226,,0.0033539999276399,0.2111430019140243,,0.0624019987881183,,,0.3358339965343475,,,0.0037660000380128,,,
2018-05-31,7494.169921875,577.64501953125,14.190199851989746,0.6126220226287842,,0.003398000029847,0.2252140045166015,,0.0605410002171993,,,0.34477299451828,,,0.0038540000095963,,,
2018-06-01,7541.4501953125,580.0430297851562,14.240799903869627,0.6233639717102051,,0.0034229999873787,0.2225069999694824,,0.0587069988250732,,,0.3495030105113983,,,0.0042860000394284,,,
2018-06-02,7643.4501953125,591.8079833984375,14.679699897766112,0.6434509754180908,,0.0035580000840127,0.227742001414299,,0.061184000223875,,,0.3673099875450134,,,0.0043660001829266,,,
2018-06-03,7720.25,618.3289794921875,14.565999984741213,0.6712049841880798,,0.0036899999249726,0.2281540036201477,,0.0619780011475086,,,0.3622939884662628,,,,,,
2018-06-04,7514.47021484375,592.9849853515625,14.261099815368652,0.661424994468689,,0.0035319998860359,0.2140119969844818,,0.0591790005564689,,,0.3405089974403381,,,0.0038989998865872,,,
2018-06-05,7633.759765625,609.302978515625,15.599300384521484,0.6770150065422058,,0.0036539998836815,0.2204670011997223,,0.0605770014226436,,,0.3361909985542297,,,0.0038590000476688,,,
2018-06-06,7653.97998046875,607.1240234375,17.247499465942383,0.674796998500824,,0.0037869999650865,0.215720996260643,,0.059408001601696,,,0.3298639953136444,,,,,,
2018-06-07,7678.240234375,605.18701171875,16.263099670410156,0.6781280040740967,,0.0037320000119507,0.211118996143341,,0.0588189996778965,,,0.306769996881485,,,0.0042989999055862,,,
2018-06-08,7624.919921875,601.0770263671875,16.273799896240234,0.6743429899215698,,0.003658999921754,0.2053579986095428,,0.0575769990682601,,,0.2935310006141662,,,0.003967999946326,,,
2018-06-09,7531.97998046875,597.56201171875,15.963199615478516,0.6597549915313721,,0.0035929998848587,0.2020909935235977,,0.0571569986641407,,,0.2976239919662475,,,0.0040480000898242,,,
2018-06-10,6786.02001953125,526.47900390625,14.184200286865234,0.588126003742218,,0.0031820000149309,0.1768680065870285,,0.0480029992759227,,,0.2418279945850372,,,0.0035860000643879,,,
2018-06-11,6906.919921875,533.2839965820312,15.383500099182127,0.604066014289856,,0.0032339999452233,0.1812800019979477,,0.0488290004432201,,,0.2629750072956085,,,0.0031010000966489,,,
2018-06-12,6582.35986328125,496.8429870605469,15.226200103759766,0.5629330277442932,,0.003089000005275,0.1665849983692169,,0.0439819991588592,,,0.2286359965801239,,,0.0032830000855028,,,
2018-06-13,6349.89990234375,477.4939880371094,14.589099884033203,0.5346630215644836,,0.0028170000296086,0.16040800511837,,0.0415330007672309,,,0.2145259976387024,,,0.0028450000099837,,,
2018-06-14,6675.35009765625,519.7420043945312,14.895299911499023,0.5613059997558594,,0.0029440000653266,0.1723749935626983,,0.0454169996082782,,,0.2399639934301376,,,0.0028490000404417,,,
2018-06-15,6456.580078125,491.0039978027344,15.048100471496582,0.5377069711685181,,0.0029009999707341,0.1627469956874847,,0.0428700000047683,,,0.2235569953918457,,,0.0029649999924004,,,
2018-06-16,6550.16015625,499.6419982910156,15.809200286865234,0.5347840189933777,,0.0028949999250471,0.1629620045423507,,0.0432149991393089,,,0.222021996974945,,,0.0031900000758469,,,
2018-06-17,6499.27001953125,500.447998046875,16.578800201416016,0.5282160043716431,,0.0028729999903589,0.1613799929618835,,0.0426479987800121,,,0.2140019983053207,,,0.0031200000084936,,,
2018-06-18,6734.81982421875,518.8909912109375,16.87969970703125,0.5374950170516968,,0.0030269999988377,0.1641169935464859,,0.0450959987938404,,,0.2100799977779388,,,0.0032319999299943,,,
2018-06-19,6769.93994140625,537.9569702148438,16.699600219726562,0.5496209859848022,,0.0030330000445246,0.1671849936246872,,0.0495029985904693,,,0.2207649946212768,,,0.0035099999513477,,,
2018-06-20,6776.5498046875,536.2680053710938,16.061899185180664,0.5392860174179077,,0.0030209999531507,0.1619849950075149,,0.0493940003216266,,,0.2255810052156448,,,0.0034479999449104,,,
2018-06-21,6729.740234375,527.3670043945312,17.053300857543945,0.5347750186920166,,0.0029879999347031,0.1585559993982315,,0.0486200004816055,,,0.2128809988498687,,,,,,
2018-06-22,6083.68994140625,465.8169860839844,15.593899726867676,0.4869470000267029,,0.0026680000592023,0.1398389935493469,,0.0431360006332397,,,0.1860889941453933,,,0.0027840000111609,,,
2018-06-23,6162.47998046875,474.5199890136719,15.551199913024902,0.4912840127944946,,0.0026410000864416,0.1378680020570755,,0.0441789999604225,,,0.1936600059270858,,,0.0028369999490678,,,
2018-06-24,6173.22998046875,457.6719970703125,14.44760036468506,0.4773800075054168,,0.0025100000202655,0.1327030062675476,,0.0424599982798099,,,0.1869439929723739,,,0.0032659999560564,,,
2018-06-25,6249.18017578125,460.30999755859375,14.920900344848633,0.4817529916763305,,0.0024850000627338,0.1352690011262893,,0.0423489995300769,,,0.1796970069408416,,,0.0028119999915361,,,
2018-06-26,6093.669921875,432.7720031738281,14.119999885559082,0.4560010135173797,,0.0024780000094324,0.1260990053415298,,0.0382619984447956,,,0.1707710027694702,,,0.0027369998861104,,,
2018-06-27,6157.1298828125,442.364990234375,14.050100326538086,0.4703699946403503,,0.0024369999300688,0.1274439990520477,,0.038986999541521,,,0.171994999051094,,,0.0030050000641494,,,
2018-06-28,5903.43994140625,422.364990234375,14.124600410461426,0.4484579861164093,,0.0023570000194013,0.1193199977278709,,0.0366650000214576,,,0.1662780046463012,,,0.0025220001116394,,,
2018-06-29,6218.2998046875,436.0090026855469,14.508600234985352,0.4530799984931946,,0.0024270000867545,0.1257199943065643,,0.037236999720335,,,0.1810719966888427,,,0.0027880000416189,,,
2018-06-30,6404.0,455.1799926757813,14.657299995422363,0.4662449955940246,,0.0024989999365061,0.1376709938049316,,0.0384230017662048,,,0.226619005203247,,,0.0035119999665766,,,
2018-07-01,6385.81982421875,453.9179992675781,14.40410041809082,0.4613580107688904,,0.0024890000931918,0.142207995057106,,0.0378849990665912,,,0.2212000042200088,,,0.0031729999464005,,,
2018-07-02,6614.18017578125,475.3469848632813,14.570599555969238,0.4861220121383667,,0.0027030000928789,0.158278003334999,,0.0395289994776248,,,0.248999997973442,,,0.003303000004962,,,
2018-07-03,6529.58984375,464.1950073242187,14.171500205993652,0.4852229952812195,,0.0026380000635981,0.1506550014019012,,0.038867000490427,,,0.236517995595932,,,0.0036420000251382,,,
2018-07-04,6597.5498046875,467.3179931640625,14.005499839782717,0.4900430142879486,,0.0026799999177455,0.1509599983692169,,0.0388949997723102,,,0.2322860062122345,,,0.0035500000230968,,,
2018-07-05,6639.14013671875,474.4119873046875,13.850500106811523,0.4816249907016754,,0.0025989999994635,0.1489209979772567,,0.0378610007464885,,,0.2184939980506897,,,0.0032679999712854,,,
2018-07-06,6673.5,474.0119934082031,13.529600143432615,0.4791510105133056,,0.0025969999842345,0.1460839956998825,,0.0369750000536441,,,0.2299489974975586,,,0.0031069999095052,,,
2018-07-07,6856.93017578125,491.6600036621094,14.404800415039062,0.4924769997596741,,0.0026449998840689,0.1503729969263076,,0.0383340008556842,,,0.2499420046806335,,,0.0030449999030679,,,
2018-07-08,6773.8798828125,489.1189880371094,13.991900444030762,0.4777489900588989,,0.0026110000908374,0.1453890055418014,,0.0370999984443187,,,0.2467450052499771,,,0.0030859999824315,,,
2018-07-09,6741.75,476.6820068359375,13.66450023651123,0.4742699861526489,,0.0026030000299215,0.1399710029363632,,0.0357979983091354,,,0.2352160066366195,,,0.0029339999891817,,,
2018-07-10,6329.9501953125,434.4240112304687,12.761300086975098,0.4450420141220093,,0.0024109999649226,0.1287920027971267,,0.0335879996418952,,,0.2111669927835464,,,0.0030960000585764,,,
2018-07-11,6394.7099609375,446.51800537109375,12.704899787902832,0.4502330124378204,,0.0024250000715255,0.1314830034971237,,0.0335780009627342,,,0.2067350000143051,,,0.0027479999698698,,,
2018-07-12,6228.81005859375,430.0740051269531,12.070599555969238,0.4353640079498291,,0.0023060000967234,0.1271809935569763,,0.0322280004620552,,,0.204594001173973,,,0.0026819999329745,,,
2018-07-13,6238.0498046875,434.0270080566406,12.180100440979004,0.438740998506546,,0.0023320000618696,0.1378870010375976,,0.033339999616146,,,0.2006949931383133,,,0.0029390000272542,,,
2018-07-14,6276.1201171875,436.08599853515625,12.096500396728516,0.4392710030078888,,0.0023620000574737,0.1370919942855835,,0.0334290005266666,,,0.194691002368927,,,0.0027580000460147,,,
2018-07-15,6359.64013671875,449.8500061035156,12.28909969329834,0.4458940029144287,,0.002379999961704,0.1422619968652725,,0.0343639999628067,,,0.1993100047111511,,,0.0027970001101493,,,
2018-07-16,6741.75,480.6579895019531,13.237299919128418,0.4834010004997253,,0.0028540000785142,0.1561180055141449,,0.0375210009515285,,,0.2225590050220489,,,0.0029700000304728,,,
2018-07-17,7321.0400390625,501.00201416015625,13.71280002593994,0.5055869817733765,,0.0032279998995363,0.170864999294281,,0.0397589989006519,,,0.2486740052700042,,,0.0029309999663382,,,
2018-07-18,7370.77978515625,480.5130004882813,12.864800453186035,0.486389011144638,,0.0037120000924915,0.1793780028820037,,0.0396610014140605,,,0.239779993891716,,,0.0030980000738054,,,
2018-07-19,7466.85986328125,469.6189880371094,12.91800022125244,0.4764330089092254,,0.0038439999334514,0.180868998169899,,0.037916999310255,,,0.2296729981899261,,,0.0031359998974949,,,
2018-07-20,7354.1298828125,450.697998046875,12.070899963378906,0.4469940066337585,,0.0034099998883903,0.1621749997138977,,0.0349059998989105,,,0.2164500057697296,,,0.0025679999962449,,,
2018-07-21,7419.2900390625,462.4360046386719,12.18529987335205,0.4554100036621094,,0.0032699999865144,0.1636369973421096,,0.0356030017137527,,,0.2229910045862198,,,0.0025919999461621,,,
2018-07-22,7418.490234375,459.6570129394531,12.11989974975586,0.4493109881877899,,0.0034580000210553,0.1702769994735717,,0.0351230017840862,,,0.2014220058917999,,,0.002517000073567,,,
2018-07-23,7711.10986328125,450.8529968261719,12.01990032196045,0.4452759921550751,,0.0034310000482946,0.1640280038118362,,0.034060999751091,,,0.197050005197525,,,0.0026179999113082,,,
2018-07-24,8424.26953125,479.37298583984375,12.145099639892578,0.4576230049133301,,0.00362000009045,0.1731719970703125,,0.0381070002913475,,,0.2026239931583404,,,0.0032889998983591,,,
2018-07-25,8181.39013671875,472.4930114746094,12.93939971923828,0.4598290026187897,,0.0035429999697953,0.1727309972047805,,0.0371220000088214,,,0.243707999587059,,,0.0029430000577121,,,
2018-07-26,7951.580078125,464.0369873046875,13.397299766540527,0.4499199986457824,,0.0033929999917745,0.1647650003433227,,0.0359960012137889,,,0.2518309950828552,,,0.0024659999180585,,,
2018-07-27,8165.009765625,469.6659851074219,13.922699928283691,0.4536350071430206,,0.0034179999493062,0.1655399948358535,,0.0365040004253387,,,0.2668400108814239,,,0.002691000001505,,,
2018-07-28,8192.150390625,466.89801025390625,14.601699829101562,0.453667014837265,,0.003400000045076,0.1633799970149994,,0.0367820002138614,,,0.2799809873104095,,,0.0024560000747442,,,
2018-07-29,8218.4599609375,466.6650085449219,14.021200180053713,0.4533059895038605,,0.00330700003542,0.1633130013942718,,0.0392360016703605,,,0.3286789953708648,,,0.002381999976933,,,
2018-07-30,8180.47998046875,457.08099365234375,13.216899871826172,0.4461070001125335,,0.0032730000093579,0.1540870070457458,,0.0364519990980625,,,0.3182739913463592,,,0.0026219999417662,,,
2018-07-31,7780.43994140625,433.8670043945313,13.775400161743164,0.4352250099182129,,0.0029450000729411,0.1432970017194748,,0.033925998955965,,,0.2939339876174927,,,0.0024770000018179,,,
2018-08-01,7624.91015625,420.74700927734375,13.57390022277832,0.4458520114421844,,0.0031600000802427,0.1409009993076324,,0.0326430015265941,,,0.2872799932956695,,,0.001977999927476,,,
2018-08-02,7567.14990234375,412.6210021972656,14.176899909973145,0.4302540123462677,,0.0029460000805556,0.1319410055875778,,0.031539000570774,,,0.309579998254776,,,0.0018860000418499,,,
2018-08-03,7434.39013671875,418.2619934082031,14.134599685668944,0.4405710101127624,,0.0029180001001805,0.1302549988031387,,0.0306020006537437,,,0.284745991230011,,,0.0020749999675899,,,
2018-08-04,7032.85009765625,407.25201416015625,13.842399597167969,0.428507000207901,,0.0027449999470263,0.1275469958782196,,0.028931999579072,,,0.2579889893531799,,,0.0023139999248087,,,
2018-08-05,7068.47998046875,410.5159912109375,13.62320041656494,0.4336380064487457,,0.0028369999490678,0.1317210048437118,,0.0303290002048015,,,0.253946989774704,,,0.0021830000914633,,,
2018-08-06,6951.7998046875,406.6579895019531,13.69909954071045,0.4140810072422027,,0.0027789999730885,0.1305530071258545,,0.0292279999703168,,,0.2364709973335266,,,0.0020129999611526,,,
2018-08-07,6753.1201171875,380.2149963378906,13.146100044250488,0.3810060024261474,,0.0026710000820457,0.1253779977560043,,0.0278660003095865,,,0.2339970022439956,,,0.0020830000285059,,,
2018-08-08,6305.7998046875,356.6130065917969,12.143699645996094,0.3319439888000488,,0.0024149999953806,0.1137520000338554,,0.024482000619173,,,0.2280399948358535,,,0.0019430000102147,,,
2018-08-09,6568.22998046875,365.5880126953125,12.857999801635742,0.3467710018157959,,0.0025549998972564,0.1235070005059242,,0.0259409993886947,,,0.2761279940605163,,,0.0018980000168085,,,
2018-08-10,6184.7099609375,334.1759948730469,12.130800247192385,0.3204259872436523,,0.0023920000530779,0.1163550019264221,,0.0238220002502203,,,0.2747269868850708,,,0.0018489999929443,,,
2018-08-11,6295.72998046875,322.11199951171875,11.736599922180176,0.3012619912624359,,0.0024039999116212,0.1124389991164207,,0.022614000365138,,,0.2706699967384338,,,0.0018200000049546,,,
2018-08-12,6322.68994140625,319.57000732421875,11.74180030822754,0.297870010137558,,0.0024039999116212,0.1129700019955635,,0.0225809998810291,,,0.2835969924926758,,,0.0018339999951422,,,
2018-08-13,6297.56982421875,286.4949951171875,10.22819995880127,0.2774659991264343,,0.0023310000542551,0.1029099971055984,,0.0193620007485151,,,0.2592920064926147,,,0.0019440000178292,,,
2018-08-14,6199.7099609375,278.9320068359375,9.420109748840332,0.2742719948291778,,0.0022599999792873,0.0946620032191276,,0.0190590005367994,,,0.271910011768341,,,0.0018609999679028,,,
2018-08-15,6308.52001953125,282.364013671875,9.46300983428955,0.2820050120353699,,0.0023030000738799,0.0950400009751319,,0.0194429997354745,,,0.257546991109848,,,0.0018220000201836,,,
2018-08-16,6334.72998046875,288.0459899902344,9.802330017089844,0.2924360036849975,,0.0022919999901205,0.095330998301506,,0.0195209998637437,,,0.2682439982891083,,,0.0018319999799132,,,
2018-08-17,6580.6298828125,315.72900390625,10.867799758911133,0.36667600274086,,0.0024550000671297,0.10988699644804,,0.0232810005545616,,,0.291826993227005,,,0.0019069999689236,,,
2018-08-18,6423.759765625,295.81201171875,9.907580375671388,0.32710000872612,,0.0023940000683069,0.0997850000858306,,0.0216189995408058,,,0.2733199894428253,,,0.0021770000457763,,,
2018-08-19,6506.06982421875,300.8340148925781,10.156200408935549,0.3439779877662658,,0.0024729999713599,0.1024369969964027,,0.0222629997879266,,,0.3022719919681549,,,0.0020139999687671,,,
2018-08-20,6308.52978515625,274.31500244140625,9.700929641723633,0.3192830085754394,,0.0023690001107752,0.0937639996409416,,0.020661000162363,,,0.2872619926929474,,,0.001698000007309,,,
2018-08-21,6488.759765625,281.9440002441406,9.714630126953123,0.3351770043373108,,0.002424000063911,0.0950030013918876,,0.0210030004382133,,,0.3119269907474518,,,0.0017460000235587,,,
2018-08-22,6376.7099609375,271.34100341796875,9.539730072021484,0.3198029994964599,,0.0023149999324232,0.0901490002870559,,0.0197119992226362,,,0.3146319985389709,,,0.0020369999110698,,,
2018-08-23,6534.8798828125,277.10400390625,9.71504020690918,0.3277089893817901,,0.0023849999997764,0.0924530029296875,,0.020771000534296,,,0.3210220038890838,,,0.0021569998934865,,,
2018-08-24,6719.9599609375,282.9670104980469,10.234700202941896,0.3276059925556183,,0.00242600007914,0.0940769985318183,,0.0216060001403093,,,0.3369269967079162,,,0.0020129999611526,,,
2018-08-25,6763.18994140625,279.64599609375,10.1358003616333,0.3282299935817718,,0.002369999885559,0.0942820012569427,,0.0224810000509023,,,0.3197669982910156,,,0.0020240000449121,,,
2018-08-26,6707.259765625,275.1969909667969,10.18560028076172,0.3237760066986084,,0.0024039999116212,0.0933379977941513,,0.0227639991790056,,,0.3288779854774475,,,0.0018149999668821,,,
2018-08-27,6884.64013671875,285.6029968261719,11.21280002593994,0.3369030058383941,,0.0024619998876005,0.1002639979124069,,0.0244600009173154,,,0.3360849916934967,,,0.0018629999831318,,,
2018-08-28,7096.27978515625,296.4989929199219,11.48610019683838,0.351837009191513,,0.0026070000603795,0.1054800003767013,,0.0268469993025064,,,0.335792988538742,,,0.0014169999631121,,,
2018-08-29,7047.16015625,289.31201171875,11.173500061035156,0.3448030054569244,,0.002606000052765,0.1054690033197403,,0.0254260003566741,,,0.3087100088596344,,,0.001408000010997,,,
2018-08-30,6978.22998046875,284.1050109863281,10.76259994506836,0.3354440033435821,,0.0032059999648481,0.1005600020289421,,0.0248969998210668,,,0.3053900003433227,,,0.001607000012882,,,
2018-08-31,7037.580078125,283.0039978027344,11.013799667358398,0.3353320062160492,,0.0047940001823008,0.1021960005164146,,0.0253449995070695,,,0.3280990123748779,,,0.0014799999771639,,,
2018-09-01,7193.25,295.34100341796875,11.379400253295898,0.3477210104465484,,0.0062779998406767,0.1068269982933998,,0.0265900008380413,,,0.3282580077648163,,,0.0015089999651536,,,
2018-09-02,7272.72021484375,294.3710021972656,11.299400329589844,0.3425230085849762,,0.0049990001134574,0.104432001709938,,0.0255720000714063,,,0.3109380006790161,,,0.0016039999900385,,,
